vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,rate_code,store_and_fwd_flag,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount
VTS,2024-09-22 01:10:56,2024-08-09 03:31:13,4,12.61,2,N,-73.999075,40.813975,-73.835183,40.726337,Credit Card,66.93,7.31,1.84,75.2,22.39,86.88
CMT,2024-08-31 01:37:24,2024-08-27 15:30:07,1,44.3,6,Y,-73.993788,40.737114,-74.005464,40.743541,Credit Card,163.0,6.24,4.87,3.52,20.83,441.14
CMT,2024-07-09 03:34:26,2024-07-24 05:05:04,6,3.73,4,N,-73.865138,40.699945,-74.043261,40.634174,No Charge,259.49,9.87,4.06,36.4,19.97,320.36
VTS,2024-01-01 17:42:05,2024-10-24 02:27:10,6,44.32,4,N,-74.018376,40.82091,-73.964715,40.789248,Unknown,379.53,7.77,1.46,49.04,27.47,267.77
CMT,2024-01-11 23:45:02,2024-03-11 14:46:44,6,18.17,3,N,-73.753165,40.718407,-73.983692,40.84728,Credit Card,297.35,4.0,3.36,52.84,14.42,174.36
CMT,2024-10-29 06:08:15,2024-05-26 14:56:25,2,13.41,6,N,-73.925708,40.704916,-73.915123,40.715013,Cash,421.09,1.31,4.01,65.2,11.29,525.87
VTS,2024-06-06 21:42:19,2024-07-27 13:46:39,1,9.68,1,Y,-73.991148,40.72132,-73.78555,40.773261,No Charge,374.21,6.01,2.46,24.12,7.51,549.41
VTS,2024-07-09 17:02:18,2024-02-26 07:11:49,4,36.7,1,N,-74.021178,40.728501,-73.931144,40.790057,Credit Card,98.03,5.69,2.39,71.19,47.02,268.43
CMT,2024-01-17 15:58:35,2024-11-06 22:10:39,4,6.01,4,N,-73.978841,40.647452,-73.930473,40.829157,Unknown,71.72,7.93,2.09,46.8,30.98,337.61
CMT,2024-05-22 08:54:38,2024-03-28 07:32:19,3,27.03,5,Y,-74.046696,40.73045,-74.025683,40.69094,Dispute,323.89,2.96,1.35,65.14,21.53,265.36
VTS,2024-08-20 11:33:18,2024-06-05 14:54:36,2,21.67,1,N,-74.022942,40.822585,-73.756042,40.660198,Credit Card,478.53,9.7,1.54,71.94,39.01,515.72
CMT,2024-07-31 12:21:12,2024-08-02 04:55:41,6,8.95,5,Y,-73.962552,40.680602,-73.791364,40.823956,Credit Card,174.13,4.49,2.48,31.41,9.75,382.9
VTS,2024-06-16 20:10:43,2024-01-26 09:43:26,1,6.34,6,N,-73.844515,40.706932,-73.909466,40.844801,Credit Card,59.93,8.83,0.6,36.01,37.81,38.34
VTS,2024-03-31 11:08:49,2024-03-16 15:49:17,5,45.42,4,Y,-73.894014,40.759532,-73.787856,40.635936,No Charge,354.06,5.67,4.82,28.48,11.85,372.6
VTS,2024-07-18 17:35:04,2024-02-27 12:52:24,4,36.02,6,N,-73.771877,40.732504,-73.844491,40.785668,Dispute,453.39,7.46,1.98,25.49,49.72,17.58
CMT,2024-08-18 22:10:36,2024-07-28 14:08:52,4,47.7,5,Y,-73.799616,40.738829,-73.836845,40.796509,No Charge,497.18,7.99,4.16,1.99,19.01,580.1
VTS,2024-03-17 17:03:07,2024-01-31 01:34:08,2,18.91,5,Y,-74.019089,40.633872,-73.879189,40.661317,Credit Card,41.46,4.92,2.28,79.39,43.76,138.73
VTS,2024-05-22 19:12:27,2024-04-25 17:02:36,6,12.69,2,N,-73.983104,40.651901,-73.867019,40.703281,Credit Card,30.97,4.55,1.84,63.05,9.7,65.62
VTS,2024-01-06 05:32:29,2024-09-29 07:57:43,1,16.33,3,N,-73.799393,40.716351,-74.008763,40.736164,No Charge,247.24,1.16,0.3,52.81,25.42,506.07
VTS,2024-08-03 06:58:26,2024-04-24 19:04:36,3,15.32,1,Y,-73.756134,40.784908,-73.872709,40.723839,Cash,93.13,4.63,4.66,72.85,1.67,588.28
VTS,2024-07-10 03:02:58,2024-09-21 10:52:30,1,6.95,2,Y,-74.019661,40.686115,-73.766113,40.651977,Dispute,129.45,8.27,4.08,23.44,25.38,197.24
CMT,2024-05-06 20:42:33,2024-10-14 17:06:34,6,18.08,6,N,-73.95325,40.695401,-73.955837,40.713434,Unknown,364.0,3.96,3.58,4.05,17.14,246.45
VTS,2024-02-22 22:22:49,2024-03-02 04:17:46,5,14.65,6,N,-73.752199,40.671058,-73.77841,40.686675,No Charge,367.61,5.2,1.28,99.55,18.39,493.66
CMT,2024-10-26 17:21:40,2024-09-17 05:56:48,4,9.01,1,Y,-73.940641,40.724299,-73.999353,40.724719,Dispute,105.19,3.66,4.44,91.07,7.86,101.07
CMT,2024-08-30 13:45:57,2024-01-04 20:18:52,1,29.71,6,Y,-73.824551,40.768087,-73.940498,40.684645,Credit Card,80.51,3.49,3.32,52.98,12.05,488.57
CMT,2024-11-09 06:04:28,2024-08-03 12:31:53,3,21.35,2,N,-73.80575,40.844593,-73.98673,40.678513,Unknown,104.88,9.84,2.19,62.36,27.75,571.66
VTS,2024-02-27 20:29:45,2024-08-23 23:06:32,5,18.19,2,N,-73.956943,40.762044,-73.935159,40.811457,Credit Card,41.74,1.59,1.63,33.78,39.62,590.58
CMT,2024-05-10 13:31:25,2024-09-25 21:16:14,4,41.23,2,N,-73.845011,40.842693,-73.800285,40.723233,Credit Card,215.99,5.14,4.82,40.21,42.68,526.82
VTS,2024-08-16 06:28:08,2024-07-25 12:04:56,1,24.63,6,Y,-73.9926,40.752377,-74.045463,40.774881,Dispute,127.28,1.72,0.51,11.59,34.24,475.65
VTS,2024-08-14 05:33:33,2024-09-28 10:39:23,6,22.52,6,Y,-73.841792,40.681713,-74.037234,40.709918,Cash,404.11,8.07,3.53,72.0,48.25,8.48
VTS,2024-06-20 17:29:24,2024-02-03 11:48:07,3,6.22,6,Y,-73.997928,40.828406,-73.916078,40.822229,Credit Card,192.17,5.5,2.02,47.4,9.4,392.54
CMT,2024-05-14 08:29:57,2024-03-09 05:57:51,1,30.79,2,N,-73.766376,40.844128,-74.047125,40.77854,Unknown,355.64,0.21,1.94,80.4,32.65,519.37
CMT,2024-04-19 13:50:04,2024-04-08 06:33:24,5,3.09,5,N,-73.808533,40.665209,-73.857851,40.74603,Credit Card,204.48,2.35,0.75,27.82,21.48,530.71
CMT,2024-11-01 20:06:21,2024-02-11 12:22:17,2,19.37,2,Y,-73.972743,40.652262,-73.915406,40.716801,Credit Card,395.48,0.02,2.65,8.05,6.17,138.12
VTS,2024-04-25 17:05:11,2024-03-24 14:51:29,1,29.7,4,N,-73.962897,40.804546,-73.794817,40.788164,No Charge,229.48,9.87,2.53,40.31,6.79,579.22
CMT,2024-07-14 07:39:09,2024-04-18 22:21:42,1,31.53,3,N,-74.006125,40.682412,-73.778927,40.809963,No Charge,265.95,9.56,4.95,95.54,8.85,589.53
VTS,2024-03-10 02:20:46,2024-09-19 20:07:18,5,14.04,5,N,-73.905871,40.656529,-73.933145,40.837938,Dispute,268.1,3.87,2.79,7.15,30.15,168.14
CMT,2024-01-03 22:26:21,2024-05-07 06:30:43,5,8.23,6,N,-73.906898,40.776509,-73.888252,40.765287,Unknown,155.44,4.89,2.41,92.14,5.05,136.81
CMT,2024-06-14 22:50:16,2024-08-20 06:59:32,5,1.39,3,N,-73.798192,40.829958,-73.834897,40.700956,Credit Card,450.17,9.3,0.32,25.12,32.72,181.89
VTS,2024-10-25 08:26:10,2024-01-03 16:11:37,1,2.83,2,N,-73.9035,40.636576,-73.831215,40.780531,Unknown,41.66,0.21,4.12,55.39,17.06,297.79
VTS,2024-01-27 22:58:35,2024-03-19 05:15:06,6,2.2,2,N,-73.783347,40.832015,-73.928213,40.699957,Credit Card,434.6,7.75,0.65,37.04,47.04,112.21
VTS,2024-03-14 18:48:54,2024-07-02 23:27:26,3,47.82,5,Y,-73.780851,40.63522,-73.80617,40.825556,Unknown,259.51,0.19,3.78,89.26,17.59,573.21
CMT,2024-01-26 13:34:17,2024-05-09 11:48:41,6,37.54,6,Y,-73.903888,40.7657,-73.919936,40.802923,Unknown,48.2,3.02,4.5,55.61,44.75,494.38
CMT,2024-06-03 14:52:39,2024-04-13 13:36:57,3,27.47,2,N,-73.958931,40.812393,-73.893823,40.796608,Credit Card,54.57,9.59,1.87,27.13,35.74,161.86
VTS,2024-03-05 09:11:23,2024-10-07 00:05:06,4,23.4,4,Y,-73.893035,40.838993,-73.890773,40.82188,No Charge,340.73,4.91,0.37,93.57,26.48,84.83
VTS,2024-11-09 21:31:21,2024-09-25 03:07:48,2,33.22,6,N,-73.886945,40.746468,-73.782199,40.744327,Credit Card,358.2,5.2,0.18,43.0,25.9,64.54
CMT,2024-04-17 16:20:59,2024-02-03 19:57:41,1,16.68,1,N,-73.920935,40.783701,-73.985042,40.747704,Credit Card,138.56,2.9,0.24,13.14,24.97,151.49
VTS,2024-07-25 22:42:57,2024-02-15 03:59:57,3,1.7,3,Y,-73.831338,40.740272,-73.864153,40.715076,Credit Card,138.25,8.44,2.2,20.48,49.4,401.33
VTS,2024-09-12 03:53:18,2024-08-23 09:33:45,6,12.94,5,N,-73.905412,40.771905,-73.954711,40.817323,Dispute,243.29,6.37,3.7,3.2,7.09,115.61
VTS,2024-05-26 10:10:39,2024-03-15 12:24:26,3,31.16,1,N,-73.909717,40.646386,-73.838725,40.765751,Credit Card,282.57,2.17,3.57,81.37,30.48,342.83
CMT,2024-05-24 03:44:19,2024-09-20 00:42:22,1,13.4,3,N,-73.989984,40.697552,-74.040928,40.746203,Dispute,362.82,2.13,2.05,31.19,3.77,108.66
CMT,2024-03-15 05:39:08,2024-10-23 15:57:34,3,45.76,1,N,-73.9921,40.667129,-73.810951,40.783501,Cash,225.74,3.97,4.78,8.24,42.92,422.11
CMT,2024-01-19 10:20:08,2024-07-26 21:49:07,1,25.96,2,Y,-73.789844,40.756604,-73.896708,40.663764,Dispute,104.23,2.5,4.04,53.03,12.59,135.78
CMT,2024-03-01 19:44:54,2024-02-03 17:46:04,4,24.29,1,Y,-73.982033,40.643338,-73.77829,40.820492,Unknown,242.94,6.47,0.26,26.5,30.15,429.81
VTS,2024-10-26 23:43:59,2024-10-08 09:32:24,1,5.93,2,Y,-74.034197,40.749329,-74.022089,40.738775,Unknown,147.95,2.75,3.15,59.54,36.46,286.39
VTS,2024-06-19 05:23:32,2024-10-19 16:29:49,4,30.95,2,Y,-73.770567,40.633052,-74.00399,40.671923,No Charge,117.09,5.41,0.44,86.5,40.93,105.12
VTS,2024-03-07 02:04:57,2024-06-17 01:58:48,6,40.63,1,Y,-73.827282,40.659831,-73.811996,40.641022,No Charge,282.87,5.39,1.93,74.67,43.44,90.29
CMT,2024-03-21 21:28:15,2024-07-01 00:03:20,6,48.43,4,Y,-73.962982,40.754696,-74.003039,40.838446,Cash,493.11,9.04,3.37,9.91,3.99,582.06
VTS,2024-07-14 17:20:03,2024-05-13 13:38:17,1,45.46,5,N,-73.931058,40.678977,-73.96891,40.774128,Cash,29.25,0.44,4.9,92.79,32.32,214.29
VTS,2024-10-20 22:53:05,2024-07-15 19:12:34,2,10.57,4,N,-73.877819,40.64312,-73.760337,40.763826,No Charge,243.82,8.17,0.13,32.86,18.4,525.93
CMT,2024-07-30 07:09:58,2024-06-16 14:25:57,1,44.33,5,N,-73.870662,40.635104,-73.829783,40.76312,Unknown,20.92,5.63,0.65,49.49,19.76,509.22
CMT,2024-08-26 01:49:15,2024-11-07 15:08:24,4,6.89,6,Y,-73.863246,40.849328,-73.996786,40.805083,Unknown,132.15,8.52,1.7,67.15,25.61,73.28
CMT,2024-02-02 00:13:11,2024-02-24 13:52:28,5,5.52,6,N,-74.041383,40.71496,-73.889545,40.800728,Cash,348.13,2.7,2.24,90.06,37.89,327.15
CMT,2024-04-18 07:52:13,2024-09-13 14:19:05,3,12.38,3,Y,-73.988121,40.831851,-74.048995,40.689431,No Charge,202.82,6.93,1.51,53.66,39.96,376.31
VTS,2024-10-01 15:17:03,2024-02-04 13:01:18,4,33.58,3,Y,-73.817057,40.791383,-73.830829,40.771346,No Charge,21.9,3.89,4.27,35.69,10.45,568.7
VTS,2024-03-09 09:31:41,2024-02-18 01:00:30,6,20.39,5,N,-73.782966,40.73847,-73.88993,40.777927,Credit Card,287.8,1.05,1.18,47.02,37.07,46.36
CMT,2024-04-24 17:35:31,2024-04-09 04:34:58,5,14.23,3,Y,-73.870447,40.661593,-73.939989,40.808688,No Charge,53.02,5.03,4.13,51.65,19.04,186.52
VTS,2024-07-09 18:04:27,2024-08-28 15:26:36,3,43.18,2,Y,-73.976701,40.788685,-73.771323,40.742427,Cash,55.21,6.09,4.92,54.53,5.64,214.46
CMT,2024-11-06 10:52:03,2024-07-09 20:49:41,4,49.86,5,Y,-73.797286,40.811925,-74.013643,40.650772,Cash,132.35,3.61,1.6,41.95,3.3,34.64
CMT,2024-08-02 07:27:18,2024-10-15 04:30:16,6,11.01,2,N,-74.028549,40.812967,-73.974013,40.633436,Dispute,209.04,8.18,3.36,44.52,39.47,14.86
VTS,2024-01-13 23:40:55,2024-02-23 02:35:08,2,20.16,3,Y,-74.037152,40.765111,-73.860716,40.763461,No Charge,160.05,6.52,0.82,27.7,38.17,352.49
CMT,2024-05-18 09:12:31,2024-03-30 04:38:43,3,8.92,3,Y,-73.980733,40.74194,-74.024452,40.724989,Unknown,395.59,4.64,4.12,17.17,0.7,333.85
VTS,2024-11-05 09:21:48,2024-08-17 04:15:49,3,39.11,1,N,-73.985534,40.679272,-73.953286,40.777814,Unknown,245.51,2.63,4.41,9.34,33.87,347.87
CMT,2024-08-13 14:02:39,2024-06-03 22:26:32,1,33.54,2,N,-73.93268,40.656933,-73.866617,40.84382,Dispute,202.47,8.31,4.11,42.16,16.1,463.88
CMT,2024-10-31 15:53:33,2024-05-28 02:56:37,2,28.21,4,N,-73.827173,40.770597,-74.016619,40.816751,No Charge,64.58,9.11,2.46,29.0,36.74,383.35
CMT,2024-02-15 13:26:18,2024-06-17 17:00:59,2,37.02,1,Y,-73.77681,40.818907,-73.800246,40.738356,Unknown,168.6,1.36,2.05,97.6,21.67,597.41
CMT,2024-09-27 10:31:09,2024-03-11 13:23:33,5,34.01,3,Y,-73.908626,40.764519,-73.957182,40.693027,Cash,27.27,8.32,4.13,25.8,42.48,501.85
VTS,2024-07-04 02:27:20,2024-08-29 07:50:48,1,17.47,3,Y,-73.765771,40.664844,-73.893112,40.664624,Cash,227.95,6.14,0.99,9.2,1.94,535.06
CMT,2024-06-02 14:33:35,2024-08-02 05:48:08,2,18.81,6,Y,-73.776274,40.677055,-73.782771,40.647502,No Charge,131.47,1.87,1.12,17.01,18.55,515.49
VTS,2024-09-28 10:40:09,2024-05-30 10:44:36,3,20.86,4,N,-73.912734,40.743855,-73.986663,40.682897,Dispute,412.41,5.07,1.39,52.25,48.43,163.36
VTS,2024-02-17 18:14:52,2024-10-21 14:01:43,5,28.41,5,Y,-73.985331,40.705347,-74.042686,40.770329,Unknown,472.9,6.88,4.45,95.66,24.45,565.87
CMT,2024-07-12 12:52:01,2024-09-05 17:29:57,5,35.92,3,N,-73.945341,40.739407,-73.899623,40.78591,No Charge,356.85,2.71,0.72,41.25,39.59,528.07
CMT,2024-07-06 14:01:45,2024-01-21 06:25:32,4,27.94,2,Y,-74.026581,40.700668,-73.973563,40.828346,Cash,485.43,5.48,0.39,14.0,3.42,408.94
CMT,2024-01-28 17:52:51,2024-02-12 00:25:09,5,2.79,6,N,-73.975695,40.758471,-73.963591,40.698348,Cash,15.11,5.68,1.1,30.18,39.45,447.47
VTS,2024-10-19 07:32:26,2024-02-27 06:15:16,1,32.02,2,N,-73.972352,40.732627,-73.972641,40.759402,Cash,77.62,1.11,4.51,18.86,21.66,563.23
CMT,2024-01-07 00:43:57,2024-06-26 09:12:48,6,45.19,2,N,-73.766455,40.737577,-73.929266,40.75438,Dispute,59.75,0.54,4.39,45.04,38.69,45.68
VTS,2024-01-17 05:56:06,2024-03-26 10:18:27,3,10.6,2,N,-73.753804,40.679079,-73.986186,40.674957,Dispute,266.13,6.81,3.86,88.17,32.03,63.67
CMT,2024-01-28 21:20:24,2024-02-12 08:59:34,6,40.62,6,Y,-74.037191,40.709119,-74.032258,40.840417,Unknown,183.77,9.39,1.79,31.59,26.34,308.4
CMT,2024-02-23 11:06:15,2024-10-05 15:17:37,5,19.18,6,N,-73.911422,40.667552,-73.859563,40.731831,Credit Card,409.39,1.55,0.66,7.54,10.66,420.09
VTS,2024-02-11 08:14:55,2024-11-11 05:08:26,5,34.96,5,Y,-74.039914,40.750314,-73.82876,40.654001,Credit Card,491.21,2.32,2.47,68.51,30.78,308.21
CMT,2024-07-16 22:15:21,2024-11-17 10:13:22,1,4.93,2,N,-74.038667,40.80401,-73.865622,40.815887,No Charge,482.94,5.14,3.07,11.94,8.4,247.74
CMT,2024-08-02 11:24:11,2024-01-14 08:31:33,2,14.6,1,N,-73.972974,40.800502,-73.894449,40.631367,Dispute,39.83,2.81,3.23,1.19,48.84,175.8
CMT,2024-06-30 11:18:22,2024-08-04 15:48:15,5,19.84,4,Y,-73.792417,40.754936,-73.818767,40.705449,Credit Card,475.63,5.39,2.35,85.85,23.14,150.21
CMT,2024-05-12 00:51:18,2024-01-28 05:56:31,4,40.37,5,N,-73.866563,40.770032,-73.957012,40.676787,Cash,158.71,7.07,3.17,86.61,38.81,388.54
CMT,2024-10-18 19:13:37,2024-07-12 00:11:29,5,7.39,3,Y,-73.863113,40.690413,-73.928775,40.636257,Unknown,368.36,7.0,2.78,44.66,11.8,489.74
